LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
LOS ANGELES,9001758A,6588,108,Y, ,VBM PORTION,305,188,101
LOS ANGELES,9001758A,6588,108,Y,1608,TOTAL,389,226,141
LOS ANGELES,9001764A,1375,206,N, ,POLLING PLACE,137,88,42
LOS ANGELES,9001764A,1375,206,N, ,VBM PORTION,488,323,99
LOS ANGELES,9001764A,1375,206,N,2354,TOTAL,625,411,141
LOS ANGELES,9001766A,6589,112,Y, ,POLLING PLACE,13,7,5
LOS ANGELES,9001766A,6589,112,Y, ,VBM PORTION,23,9,13
LOS ANGELES,9001766A,6589,112,Y,182,TOTAL,36,16,18
LOS ANGELES,9001769C,1376,206,N, ,POLLING PLACE,136,97,32
LOS ANGELES,9001769C,1376,206,N, ,VBM PORTION,501,365,91
LOS ANGELES,9001769C,1376,206,N,2864,TOTAL,637,462,123
LOS ANGELES,9001775A,1377,206,N, ,POLLING PLACE,86,58,22
LOS ANGELES,9001775A,1377,206,N, ,VBM PORTION,394,254,84
LOS ANGELES,9001775A,1377,206,N,2063,TOTAL,480,312,106
LOS ANGELES,9001776A,1378,206,N, ,POLLING PLACE,119,77,37
LOS ANGELES,9001776A,1378,206,N, ,VBM PORTION,603,416,115
LOS ANGELES,9001776A,1378,206,N,3317,TOTAL,722,493,152
LOS ANGELES,9001779A,1379,205,N, ,POLLING PLACE,97,69,24
LOS ANGELES,9001779A,1379,205,N, ,VBM PORTION,337,258,58
LOS ANGELES,9001779A,1379,205,N,2573,TOTAL,434,327,82
LOS ANGELES,9001780A,1380,288,N, ,POLLING PLACE,28,21,5
LOS ANGELES,9001780A,1380,288,N, ,VBM PORTION,54,40,7
LOS ANGELES,9001780A,1380,288,N,1186,TOTAL,82,61,12
LOS ANGELES,9001782A,1381,206,N, ,POLLING PLACE,154,98,52
LOS ANGELES,9001782A,1381,206,N, ,VBM PORTION,543,348,126
LOS ANGELES,9001782A,1381,206,N,3175,TOTAL,697,446,178
LOS ANGELES,9001785A,1382,206,N, ,POLLING PLACE,191,131,52
LOS ANGELES,9001785A,1382,206,N, ,VBM PORTION,664,409,165
LOS ANGELES,9001785A,1382,206,N,3321,TOTAL,855,540,217
LOS ANGELES,9001797A,1383,196,N, ,POLLING PLACE,119,90,25
LOS ANGELES,9001797A,1383,196,N, ,VBM PORTION,444,351,77
LOS ANGELES,9001797A,1383,196,N,2298,TOTAL,563,441,102
LOS ANGELES,9001799A,1384,245,N, ,POLLING PLACE,72,49,18
LOS ANGELES,9001799A,1384,245,N, ,VBM PORTION,153,114,22
LOS ANGELES,9001799A,1384,245,N,1725,TOTAL,225,163,40
LOS ANGELES,9001800A,1385,116,N, ,POLLING PLACE,131,82,37
LOS ANGELES,9001800A,1385,116,N, ,VBM PORTION,428,253,129
LOS ANGELES,9001800A,1385,116,N,3395,TOTAL,559,335,166
LOS ANGELES,9001805A,1386,19,N, ,POLLING PLACE,205,84,112
LOS ANGELES,9001805A,1386,19,N, ,VBM PORTION,550,316,182
LOS ANGELES,9001805A,1386,19,N,2358,TOTAL,755,400,294
LOS ANGELES,9001808A,1387,116,N, ,POLLING PLACE,144,53,86
LOS ANGELES,9001808A,1387,116,N, ,VBM PORTION,625,332,207
LOS ANGELES,9001808A,1387,116,N,2773,TOTAL,769,385,293
LOS ANGELES,9001810A,1388,184,N, ,POLLING PLACE,117,81,28
LOS ANGELES,9001810A,1388,184,N, ,VBM PORTION,516,400,88
LOS ANGELES,9001810A,1388,184,N,3223,TOTAL,633,481,116
LOS ANGELES,9001812A,1389,63,N, ,POLLING PLACE,199,105,84
LOS ANGELES,9001812A,1389,63,N, ,VBM PORTION,1128,652,356
LOS ANGELES,9001812A,1389,63,N,3974,TOTAL,1327,757,440
LOS ANGELES,9001825B,1390,21,N, ,POLLING PLACE,214,91,106
LOS ANGELES,9001825B,1390,21,N, ,VBM PORTION,1018,555,328
LOS ANGELES,9001825B,1390,21,N,3914,TOTAL,1232,646,434
LOS ANGELES,9001826A,1391,111,N, ,POLLING PLACE,134,66,63
LOS ANGELES,9001826A,1391,111,N, ,VBM PORTION,913,579,270
LOS ANGELES,9001826A,1391,111,N,4546,TOTAL,1047,645,333
LOS ANGELES,9001833A,1392,84,N, ,POLLING PLACE,247,175,66
LOS ANGELES,9001833A,1392,84,N, ,VBM PORTION,1388,1031,243
LOS ANGELES,9001833A,1392,84,N,4829,TOTAL,1635,1206,309
LOS ANGELES,9001846A,1393,195,N, ,POLLING PLACE,108,69,32
LOS ANGELES,9001846A,1393,195,N, ,VBM PORTION,412,299,78
LOS ANGELES,9001846A,1393,195,N,2986,TOTAL,520,368,110
LOS ANGELES,9001851A,1394,195,N, ,POLLING PLACE,147,106,33
LOS ANGELES,9001851A,1394,195,N, ,VBM PORTION,320,239,60
LOS ANGELES,9001851A,1394,195,N,2809,TOTAL,467,345,93
LOS ANGELES,9001852A,6590,113,Y, ,POLLING PLACE,33,22,7
LOS ANGELES,9001852A,6590,113,Y, ,VBM PORTION,128,71,44
LOS ANGELES,9001852A,6590,113,Y,779,TOTAL,161,93,51
LOS ANGELES,9001855B,1395,195,N, ,POLLING PLACE,133,82,43
LOS ANGELES,9001855B,1395,195,N, ,VBM PORTION,411,285,91
LOS ANGELES,9001855B,1395,195,N,2985,TOTAL,544,367,134
LOS ANGELES,9001861A,6591,91,Y, ,POLLING PLACE,73,46,24
LOS ANGELES,9001861A,6591,91,Y, ,VBM PORTION,432,266,107
LOS ANGELES,9001861A,6591,91,Y,1581,TOTAL,505,312,131
LOS ANGELES,9001862C,1396,195,N, ,POLLING PLACE,85,61,17
LOS ANGELES,9001862C,1396,195,N, ,VBM PORTION,484,373,79
LOS ANGELES,9001862C,1396,195,N,2307,TOTAL,569,434,96
LOS ANGELES,9001874A,6592,250,Y, ,POLLING PLACE,144,77,53
LOS ANGELES,9001874A,6592,250,Y, ,VBM PORTION,814,455,301
LOS ANGELES,9001874A,6592,250,Y,2787,TOTAL,958,532,354
LOS ANGELES,9001884A,1397,250,N, ,POLLING PLACE,151,70,72
LOS ANGELES,9001884A,1397,250,N, ,VBM PORTION,1182,650,434
LOS ANGELES,9001884A,1397,250,N,3326,TOTAL,1333,720,506
LOS ANGELES,9001886A,1398,69,N, ,POLLING PLACE,103,48,48
LOS ANGELES,9001886A,1398,69,N, ,VBM PORTION,386,221,132
LOS ANGELES,9001886A,1398,69,N,2395,TOTAL,489,269,180
LOS ANGELES,9001888A,1399,110,N, ,POLLING PLACE,111,53,47
LOS ANGELES,9001888A,1399,110,N, ,VBM PORTION,493,315,147
LOS ANGELES,9001888A,1399,110,N,2434,TOTAL,604,368,194
LOS ANGELES,9001890B,1400,195,N, ,POLLING PLACE,165,122,33
LOS ANGELES,9001890B,1400,195,N, ,VBM PORTION,673,530,89
LOS ANGELES,9001890B,1400,195,N,3488,TOTAL,838,652,122
LOS ANGELES,9001895A,1401,195,N, ,POLLING PLACE,133,83,42
LOS ANGELES,9001895A,1401,195,N, ,VBM PORTION,402,263,105
LOS ANGELES,9001895A,1401,195,N,2561,TOTAL,535,346,147
LOS ANGELES,9001899A,1402,195,N, ,POLLING PLACE,135,80,47
LOS ANGELES,9001899A,1402,195,N, ,VBM PORTION,379,265,82
LOS ANGELES,9001899A,1402,195,N,2731,TOTAL,514,345,129
LOS ANGELES,9001900B,1403,69,N, ,POLLING PLACE,120,68,49
LOS ANGELES,9001900B,1403,69,N, ,VBM PORTION,458,319,107
LOS ANGELES,9001900B,1403,69,N,3008,TOTAL,578,387,156
LOS ANGELES,9001920A,6593,233,Y, ,POLLING PLACE,67,52,13
LOS ANGELES,9001920A,6593,233,Y, ,VBM PORTION,142,101,25
LOS ANGELES,9001920A,6593,233,Y,1131,TOTAL,209,153,38
LOS ANGELES,9001922A,6594,93,Y, ,POLLING PLACE,35,27,8
LOS ANGELES,9001922A,6594,93,Y, ,VBM PORTION,156,117,25
LOS ANGELES,9001922A,6594,93,Y,861,TOTAL,191,144,33
LOS ANGELES,9001923A,1404,62,N, ,POLLING PLACE,163,85,60
LOS ANGELES,9001923A,1404,62,N, ,VBM PORTION,948,397,356
LOS ANGELES,9001923A,1404,62,N,3638,TOTAL,1111,482,416
LOS ANGELES,9001926A,1405,91,N, ,POLLING PLACE,322,158,149
LOS ANGELES,9001926A,1405,91,N, ,VBM PORTION,1505,881,425
LOS ANGELES,9001926A,1405,91,N,4035,TOTAL,1827,1039,574
LOS ANGELES,9001929A,1406,234,N, ,POLLING PLACE,49,37,7
LOS ANGELES,9001929A,1406,234,N, ,VBM PORTION,99,81,9
LOS ANGELES,9001929A,1406,234,N,1115,TOTAL,148,118,16
LOS ANGELES,9001930A,6595,240,Y, ,POLLING PLACE,9,3,5
LOS ANGELES,9001930A,6595,240,Y, ,VBM PORTION,18,13,1
LOS ANGELES,9001930A,6595,240,Y,277,TOTAL,27,16,6
LOS ANGELES,9001931A,1407,91,N, ,POLLING PLACE,288,145,123
LOS ANGELES,9001931A,1407,91,N, ,VBM PORTION,1560,994,393
LOS ANGELES,9001931A,1407,91,N,4503,TOTAL,1848,1139,516
LOS ANGELES,9001937A,1408,235,N, ,POLLING PLACE,62,40,13
LOS ANGELES,9001937A,1408,235,N, ,VBM PORTION,291,193,71
LOS ANGELES,9001937A,1408,235,N,2773,TOTAL,353,233,84
LOS ANGELES,9001940A,1409,235,N, ,POLLING PLACE,70,38,25
LOS ANGELES,9001940A,1409,235,N, ,VBM PORTION,242,150,68
LOS ANGELES,9001940A,1409,235,N,2480,TOTAL,312,188,93
LOS ANGELES,9001941A,1410,235,N, ,POLLING PLACE,48,33,12
LOS ANGELES,9001941A,1410,235,N, ,VBM PORTION,218,144,57
LOS ANGELES,9001941A,1410,235,N,2677,TOTAL,266,177,69
LOS ANGELES,9001944A,1411,106,N, ,POLLING PLACE,110,62,44
LOS ANGELES,9001944A,1411,106,N, ,VBM PORTION,593,345,184
LOS ANGELES,9001944A,1411,106,N,2747,TOTAL,703,407,228
LOS ANGELES,9001946B,6596,151,Y, ,POLLING PLACE,9,4,5
LOS ANGELES,9001946B,6596,151,Y, ,VBM PORTION,131,72,43
LOS ANGELES,9001946B,6596,151,Y,272,TOTAL,140,76,48
LOS ANGELES,9001946E,6597,151,Y, ,POLLING PLACE,18,6,11
LOS ANGELES,9001946E,6597,151,Y, ,VBM PORTION,85,41,37
LOS ANGELES,9001946E,6597,151,Y,250,TOTAL,103,47,48
LOS ANGELES,9001956A,1412,234,N, ,POLLING PLACE,77,60,10
LOS ANGELES,9001956A,1412,234,N, ,VBM PORTION,155,114,21
LOS ANGELES,9001956A,1412,234,N,1458,TOTAL,232,174,31
LOS ANGELES,9001959A,1413,231,N, ,POLLING PLACE,61,42,15
LOS ANGELES,9001959A,1413,231,N, ,VBM PORTION,213,127,59
LOS ANGELES,9001959A,1413,231,N,1802,TOTAL,274,169,74
LOS ANGELES,9001962A,1414,84,N, ,POLLING PLACE,187,107,72
LOS ANGELES,9001962A,1414,84,N, ,VBM PORTION,837,576,175
LOS ANGELES,9001962A,1414,84,N,3122,TOTAL,1024,683,247
LOS ANGELES,9001984A,1415,217,N, ,POLLING PLACE,304,198,91
LOS ANGELES,9001984A,1415,217,N, ,VBM PORTION,1305,966,274
LOS ANGELES,9001984A,1415,217,N,5133,TOTAL,1609,1164,365
LOS ANGELES,9001998A,1416,235,N, ,POLLING PLACE,92,64,23
LOS ANGELES,9001998A,1416,235,N, ,VBM PORTION,285,197,66
LOS ANGELES,9001998A,1416,235,N,3159,TOTAL,377,261,89
LOS ANGELES,9002001A,1417,190,N, ,POLLING PLACE,135,82,44
LOS ANGELES,9002001A,1417,190,N, ,VBM PORTION,523,351,93
LOS ANGELES,9002001A,1417,190,N,3191,TOTAL,658,433,137
LOS ANGELES,9002005A,1418,236,N, ,POLLING PLACE,76,57,17
LOS ANGELES,9002005A,1418,236,N, ,VBM PORTION,202,147,38
LOS ANGELES,9002005A,1418,236,N,2633,TOTAL,278,204,55
LOS ANGELES,9002007A,1419,206,N, ,POLLING PLACE,150,92,48
LOS ANGELES,9002007A,1419,206,N, ,VBM PORTION,467,337,84
LOS ANGELES,9002007A,1419,206,N,2771,TOTAL,617,429,132
LOS ANGELES,9002010A,1420,236,N, ,POLLING PLACE,51,31,15
LOS ANGELES,9002010A,1420,236,N, ,VBM PORTION,179,115,40
LOS ANGELES,9002010A,1420,236,N,2029,TOTAL,230,146,55
LOS ANGELES,9002013A,1421,106,N, ,POLLING PLACE,99,50,39
LOS ANGELES,9002013A,1421,106,N, ,VBM PORTION,503,292,130
LOS ANGELES,9002013A,1421,106,N,2452,TOTAL,602,342,169
LOS ANGELES,9002014A,1422,232,N, ,POLLING PLACE,75,50,18
LOS ANGELES,9002014A,1422,232,N, ,VBM PORTION,178,135,20
LOS ANGELES,9002014A,1422,232,N,1753,TOTAL,253,185,38
LOS ANGELES,9002017B,1423,184,N, ,POLLING PLACE,161,112,36
LOS ANGELES,9002017B,1423,184,N, ,VBM PORTION,403,313,61
LOS ANGELES,9002017B,1423,184,N,2421,TOTAL,564,425,97
LOS ANGELES,9002019A,1424,234,N, ,POLLING PLACE,85,51,31
LOS ANGELES,9002019A,1424,234,N, ,VBM PORTION,324,219,75
LOS ANGELES,9002019A,1424,234,N,2685,TOTAL,409,270,106
LOS ANGELES,9002025A,1425,232,N, ,POLLING PLACE,80,54,21
LOS ANGELES,9002025A,1425,232,N, ,VBM PORTION,256,186,47
LOS ANGELES,9002025A,1425,232,N,2884,TOTAL,336,240,68
LOS ANGELES,9002036A,1426,232,N, ,POLLING PLACE,51,34,14
LOS ANGELES,9002036A,1426,232,N, ,VBM PORTION,151,109,26
LOS ANGELES,9002036A,1426,232,N,1713,TOTAL,202,143,40
LOS ANGELES,9002039D,1427,236,N, ,POLLING PLACE,59,43,13
LOS ANGELES,9002039D,1427,236,N, ,VBM PORTION,202,135,49
LOS ANGELES,9002039D,1427,236,N,2366,TOTAL,261,178,62
LOS ANGELES,9002044A,1428,186,N, ,POLLING PLACE,191,143,35
LOS ANGELES,9002044A,1428,186,N, ,VBM PORTION,719,530,110
LOS ANGELES,9002044A,1428,186,N,4204,TOTAL,910,673,145
LOS ANGELES,9002052A,1429,236,N, ,POLLING PLACE,51,33,16
LOS ANGELES,9002052A,1429,236,N, ,VBM PORTION,233,169,49
LOS ANGELES,9002052A,1429,236,N,2207,TOTAL,284,202,65
LOS ANGELES,9002053A,1430,176,N, ,POLLING PLACE,120,79,31
LOS ANGELES,9002053A,1430,176,N, ,VBM PORTION,567,367,113
LOS ANGELES,9002053A,1430,176,N,2363,TOTAL,687,446,144
LOS ANGELES,9002054A,1431,236,N, ,POLLING PLACE,41,26,13
LOS ANGELES,9002054A,1431,236,N, ,VBM PORTION,115,89,17
LOS ANGELES,9002054A,1431,236,N,1558,TOTAL,156,115,30
LOS ANGELES,9002059A,1432,236,N, ,POLLING PLACE,49,27,18
LOS ANGELES,9002059A,1432,236,N, ,VBM PORTION,192,133,41
LOS ANGELES,9002059A,1432,236,N,2468,TOTAL,241,160,59
LOS ANGELES,9002065A,1433,186,N, ,POLLING PLACE,123,79,34
LOS ANGELES,9002065A,1433,186,N, ,VBM PORTION,578,384,70
LOS ANGELES,9002065A,1433,186,N,2641,TOTAL,701,463,104
LOS ANGELES,9002068A,1434,206,N, ,POLLING PLACE,130,81,42
LOS ANGELES,9002068A,1434,206,N, ,VBM PORTION,598,400,123
LOS ANGELES,9002068A,1434,206,N,2260,TOTAL,728,481,165
LOS ANGELES,9002073A,1435,205,N, ,POLLING PLACE,88,71,14
LOS ANGELES,9002073A,1435,205,N, ,VBM PORTION,364,267,74
LOS ANGELES,9002073A,1435,205,N,2803,TOTAL,452,338,88
LOS ANGELES,9002077A,1436,205,N, ,POLLING PLACE,107,62,37
LOS ANGELES,9002077A,1436,205,N, ,VBM PORTION,419,309,86
LOS ANGELES,9002077A,1436,205,N,2941,TOTAL,526,371,123
LOS ANGELES,9002080A,1437,206,N, ,POLLING PLACE,199,118,70
LOS ANGELES,9002080A,1437,206,N, ,VBM PORTION,1135,704,265
LOS ANGELES,9002080A,1437,206,N,3305,TOTAL,1334,822,335
LOS ANGELES,9002084A,1438,206,N, ,POLLING PLACE,182,118,54
LOS ANGELES,9002084A,1438,206,N, ,VBM PORTION,918,584,201
LOS ANGELES,9002084A,1438,206,N,3319,TOTAL,1100,702,255
LOS ANGELES,9002086A,1439,205,N, ,POLLING PLACE,99,63,32
LOS ANGELES,9002086A,1439,205,N, ,VBM PORTION,445,302,93
LOS ANGELES,9002086A,1439,205,N,2995,TOTAL,544,365,125
LOS ANGELES,9002088A,6599,176,Y, ,POLLING PLACE,117,88,27
LOS ANGELES,9002088A,6599,176,Y, ,VBM PORTION,565,385,116
LOS ANGELES,9002088A,6599,176,Y,1526,TOTAL,682,473,143
LOS ANGELES,9002098A,1440,175,N, ,POLLING PLACE,222,169,45
LOS ANGELES,9002098A,1440,175,N, ,VBM PORTION,786,615,141
LOS ANGELES,9002098A,1440,175,N,3913,TOTAL,1008,784,186
LOS ANGELES,9002101A,1441,205,N, ,POLLING PLACE,101,60,36
LOS ANGELES,9002101A,1441,205,N, ,VBM PORTION,480,339,109
LOS ANGELES,9002101A,1441,205,N,2615,TOTAL,581,399,145
LOS ANGELES,9002103B,6600,205,Y, ,POLLING PLACE,66,47,14
LOS ANGELES,9002103B,6600,205,Y, ,VBM PORTION,159,117,24
LOS ANGELES,9002103B,6600,205,Y,657,TOTAL,225,164,38
LOS ANGELES,9002105A,1442,205,N, ,POLLING PLACE,279,172,93
LOS ANGELES,9002105A,1442,205,N, ,VBM PORTION,1043,662,295
LOS ANGELES,9002105A,1442,205,N,3286,TOTAL,1322,834,388
LOS ANGELES,9002110A,1443,206,N, ,POLLING PLACE,108,86,15
LOS ANGELES,9002110A,1443,206,N, ,VBM PORTION,380,278,59
LOS ANGELES,9002110A,1443,206,N,2880,TOTAL,488,364,74
LOS ANGELES,9002113A,1444,206,N, ,POLLING PLACE,106,79,16
LOS ANGELES,9002113A,1444,206,N, ,VBM PORTION,316,224,43
LOS ANGELES,9002113A,1444,206,N,2445,TOTAL,422,303,59
LOS ANGELES,9002114A,1445,206,N, ,POLLING PLACE,189,145,38
LOS ANGELES,9002114A,1445,206,N, ,VBM PORTION,686,453,122
LOS ANGELES,9002114A,1445,206,N,3223,TOTAL,875,598,160
LOS ANGELES,9002119A,1446,84,N, ,POLLING PLACE,101,51,40
LOS ANGELES,9002119A,1446,84,N, ,VBM PORTION,460,298,114
LOS ANGELES,9002119A,1446,84,N,2307,TOTAL,561,349,154
LOS ANGELES,9002120A,1447,69,N, ,POLLING PLACE,85,33,47
LOS ANGELES,9002120A,1447,69,N, ,VBM PORTION,375,216,133
LOS ANGELES,9002120A,1447,69,N,2970,TOTAL,460,249,180
LOS ANGELES,9002124A,1448,205,N, ,POLLING PLACE,266,157,100
LOS ANGELES,9002124A,1448,205,N, ,VBM PORTION,884,593,221
LOS ANGELES,9002124A,1448,205,N,3373,TOTAL,1150,750,321
LOS ANGELES,9002127A,1449,205,N, ,POLLING PLACE,179,128,41
LOS ANGELES,9002127A,1449,205,N, ,VBM PORTION,604,437,129
LOS ANGELES,9002127A,1449,205,N,3095,TOTAL,783,565,170
LOS ANGELES,9002131B,1450,69,N, ,POLLING PLACE,116,61,47
LOS ANGELES,9002131B,1450,69,N, ,VBM PORTION,626,404,190
LOS ANGELES,9002131B,1450,69,N,3543,TOTAL,742,465,237
LOS ANGELES,9002132B,6601,205,Y, ,POLLING PLACE,90,57,31
LOS ANGELES,9002132B,6601,205,Y, ,VBM PORTION,396,259,113
LOS ANGELES,9002132B,6601,205,Y,1208,TOTAL,486,316,144
LOS ANGELES,9002133A,1451,205,N, ,POLLING PLACE,137,96,34
LOS ANGELES,9002133A,1451,205,N, ,VBM PORTION,625,403,166
LOS ANGELES,9002133A,1451,205,N,2706,TOTAL,762,499,200
LOS ANGELES,9002142A,6602,196,Y, ,POLLING PLACE,71,48,18
LOS ANGELES,9002142A,6602,196,Y, ,VBM PORTION,252,185,53
LOS ANGELES,9002142A,6602,196,Y,1266,TOTAL,323,233,71
LOS ANGELES,9002146A,1452,196,N, ,POLLING PLACE,160,101,40
LOS ANGELES,9002146A,1452,196,N, ,VBM PORTION,425,327,54
LOS ANGELES,9002146A,1452,196,N,3547,TOTAL,585,428,94
LOS ANGELES,9002153A,6603,205,Y, ,POLLING PLACE,39,26,13
LOS ANGELES,9002153A,6603,205,Y, ,VBM PORTION,132,88,39
LOS ANGELES,9002153A,6603,205,Y,914,TOTAL,171,114,52
LOS ANGELES,9002156A,6604,232,Y, ,POLLING PLACE,39,23,13
LOS ANGELES,9002156A,6604,232,Y, ,VBM PORTION,150,106,18
LOS ANGELES,9002156A,6604,232,Y,1145,TOTAL,189,129,31
LOS ANGELES,9002159B,6605,239,Y, ,POLLING PLACE,149,95,41
LOS ANGELES,9002159B,6605,239,Y, ,VBM PORTION,733,539,113
LOS ANGELES,9002159B,6605,239,Y,3858,TOTAL,882,634,154
LOS ANGELES,9002162A,1453,232,N, ,POLLING PLACE,94,64,19
LOS ANGELES,9002162A,1453,232,N, ,VBM PORTION,457,334,54
LOS ANGELES,9002162A,1453,232,N,2863,TOTAL,551,398,73
LOS ANGELES,9002166A,1454,232,N, ,POLLING PLACE,59,35,20
LOS ANGELES,9002166A,1454,232,N, ,VBM PORTION,244,178,41
LOS ANGELES,9002166A,1454,232,N,2249,TOTAL,303,213,61
LOS ANGELES,9002167A,1455,232,N, ,POLLING PLACE,77,47,25
LOS ANGELES,9002167A,1455,232,N, ,VBM PORTION,379,264,76
LOS ANGELES,9002167A,1455,232,N,1829,TOTAL,456,311,101
LOS ANGELES,9002169A,1456,176,N, ,POLLING PLACE,153,113,34
LOS ANGELES,9002169A,1456,176,N, ,VBM PORTION,529,383,83
LOS ANGELES,9002169A,1456,176,N,2518,TOTAL,682,496,117
LOS ANGELES,9002170A,1457,170,N, ,POLLING PLACE,239,173,53
LOS ANGELES,9002170A,1457,170,N, ,VBM PORTION,836,656,87
LOS ANGELES,9002170A,1457,170,N,3066,TOTAL,1075,829,140
LOS ANGELES,9002171B,6606,169,Y, ,POLLING PLACE,94,61,30
LOS ANGELES,9002171B,6606,169,Y, ,VBM PORTION,449,351,79
LOS ANGELES,9002171B,6606,169,Y,1138,TOTAL,543,412,109
LOS ANGELES,9002176A,6607,69,Y, ,POLLING PLACE,68,43,24
LOS ANGELES,9002176A,6607,69,Y, ,VBM PORTION,324,176,127
LOS ANGELES,9002176A,6607,69,Y,1704,TOTAL,392,219,151
LOS ANGELES,9002178A,6608,232,Y, ,POLLING PLACE,88,59,28
LOS ANGELES,9002178A,6608,232,Y, ,VBM PORTION,296,219,52
LOS ANGELES,9002178A,6608,232,Y,1371,TOTAL,384,278,80
LOS ANGELES,9002182A,1458,254,N, ,POLLING PLACE,179,104,65
LOS ANGELES,9002182A,1458,254,N, ,VBM PORTION,688,496,155
LOS ANGELES,9002182A,1458,254,N,3040,TOTAL,867,600,220
LOS ANGELES,9002185A,1459,250,N, ,POLLING PLACE,238,98,131
LOS ANGELES,9002185A,1459,250,N, ,VBM PORTION,1199,650,457
LOS ANGELES,9002185A,1459,250,N,4188,TOTAL,1437,748,588
LOS ANGELES,9002200A,1460,195,N, ,POLLING PLACE,149,93,47
LOS ANGELES,9002200A,1460,195,N, ,VBM PORTION,395,271,88
LOS ANGELES,9002200A,1460,195,N,3016,TOTAL,544,364,135
LOS ANGELES,9002209A,1461,69,N, ,POLLING PLACE,99,48,44
LOS ANGELES,9002209A,1461,69,N, ,VBM PORTION,459,255,167
LOS ANGELES,9002209A,1461,69,N,2887,TOTAL,558,303,211
LOS ANGELES,9002212A,1462,232,N, ,POLLING PLACE,115,78,30
LOS ANGELES,9002212A,1462,232,N, ,VBM PORTION,462,310,81
LOS ANGELES,9002212A,1462,232,N,1836,TOTAL,577,388,111
LOS ANGELES,9002214A,1463,232,N, ,POLLING PLACE,91,58,28
LOS ANGELES,9002214A,1463,232,N, ,VBM PORTION,521,309,138
LOS ANGELES,9002214A,1463,232,N,1958,TOTAL,612,367,166
LOS ANGELES,9002219A,1464,232,N, ,POLLING PLACE,114,78,32
LOS ANGELES,9002219A,1464,232,N, ,VBM PORTION,489,339,87
LOS ANGELES,9002219A,1464,232,N,2051,TOTAL,603,417,119
LOS ANGELES,9002220A,1465,68,N, ,POLLING PLACE,90,52,32
LOS ANGELES,9002220A,1465,68,N, ,VBM PORTION,404,242,117
LOS ANGELES,9002220A,1465,68,N,2651,TOTAL,494,294,149
LOS ANGELES,9002234A,1466,148,N, ,POLLING PLACE,161,125,30
LOS ANGELES,9002234A,1466,148,N, ,VBM PORTION,783,593,105
LOS ANGELES,9002234A,1466,148,N,2812,TOTAL,944,718,135
LOS ANGELES,9002238A,1467,148,N, ,POLLING PLACE,174,89,78
LOS ANGELES,9002238A,1467,148,N, ,VBM PORTION,728,444,189
LOS ANGELES,9002238A,1467,148,N,2391,TOTAL,902,533,267
LOS ANGELES,9002238C,6609,148,Y, ,POLLING PLACE,15,4,11
LOS ANGELES,9002238C,6609,148,Y, ,VBM PORTION,110,67,32
LOS ANGELES,9002238C,6609,148,Y,322,TOTAL,125,71,43
LOS ANGELES,9002250C,1468,139,N, ,POLLING PLACE,219,155,48
LOS ANGELES,9002250C,1468,139,N, ,VBM PORTION,1023,738,177
LOS ANGELES,9002250C,1468,139,N,4098,TOTAL,1242,893,225
LOS ANGELES,9002255A,6610,148,Y, ,POLLING PLACE,2,0,2
LOS ANGELES,9002255A,6610,148,Y, ,VBM PORTION,10,9,0
LOS ANGELES,9002255A,6610,148,Y,38,TOTAL,12,9,2
LOS ANGELES,9002256B,6611,95,Y, ,POLLING PLACE,163,51,103
LOS ANGELES,9002256B,6611,95,Y, ,VBM PORTION,306,125,137
LOS ANGELES,9002256B,6611,95,Y,1246,TOTAL,469,176,240
LOS ANGELES,9002257A,1469,252,N, ,POLLING PLACE,111,75,33
LOS ANGELES,9002257A,1469,252,N, ,VBM PORTION,423,314,74
LOS ANGELES,9002257A,1469,252,N,2913,TOTAL,534,389,107
LOS ANGELES,9002262A,1470,139,N, ,POLLING PLACE,225,139,79
LOS ANGELES,9002262A,1470,139,N, ,VBM PORTION,1098,740,258
LOS ANGELES,9002262A,1470,139,N,3979,TOTAL,1323,879,337
LOS ANGELES,9002272A,1471,211,N, ,POLLING PLACE,233,123,96
LOS ANGELES,9002272A,1471,211,N, ,VBM PORTION,1442,918,387
LOS ANGELES,9002272A,1471,211,N,4222,TOTAL,1675,1041,483
LOS ANGELES,9002280A,6612,212,Y, ,POLLING PLACE,46,35,10
LOS ANGELES,9002280A,6612,212,Y, ,VBM PORTION,263,179,52
LOS ANGELES,9002280A,6612,212,Y,966,TOTAL,309,214,62
LOS ANGELES,9002283A,6613,207,Y, ,POLLING PLACE,152,82,66
LOS ANGELES,9002283A,6613,207,Y, ,VBM PORTION,908,644,222
LOS ANGELES,9002283A,6613,207,Y,2346,TOTAL,1060,726,288
LOS ANGELES,9002288A,6614,68,Y, ,POLLING PLACE,79,39,27
LOS ANGELES,9002288A,6614,68,Y, ,VBM PORTION,251,135,89
LOS ANGELES,9002288A,6614,68,Y,1518,TOTAL,330,174,116
LOS ANGELES,9002294A,6615,68,Y, ,POLLING PLACE,15,6,8
LOS ANGELES,9002294A,6615,68,Y, ,VBM PORTION,59,26,28
LOS ANGELES,9002294A,6615,68,Y,295,TOTAL,74,32,36
LOS ANGELES,9002297A,1472,206,N, ,POLLING PLACE,202,133,61
LOS ANGELES,9002297A,1472,206,N, ,VBM PORTION,1228,853,249
